DATE,Department,DEN,Block Section/ Yard,CORRIDOR block section,corridor block period,UP/ DN Line,Block demanded in Hrs(Day or Night),Demanded time (From),Demanded time (To),Block demanded in(MINS),Permitted time (From) No need to fill,Permitted time (To) No need to fill,BLOCK PERMITTED MINS,Location - FROM,Location - TO,Nautre of work & Quantum of Output Planned,Need for disconnection (If Yes Track Circuit and Signals Affected) Please give specific details without fail,Caution required,Caution required (if yes with relaxation date dd:mm:yyyy),Power Block & its Elementary Section. Please give specific details without fail,"Resources needed (M/C, Manpower, Supervisors) Include Crane,JCB,porcelain or any other equipment also",Whether site preparation & resources ready,Supervisors to be deputed (JE/SSE with section),Coaching repercussions/ Movement Repercussions,"Actual Block Granted From
  No need to fill","Actual Block Granted To
  No need to fill","Actual block duration MINS
  No need to fill","Over all % granted for the day
  No need to fill","Output as per Manual
  No need to fill","Actual Output
 ","% Output vs Planned
  No need to fill","% Output
 vs
 Planned",PROGRESS,,,,LOCATION,SECTION,ARB/RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,CENTRAL,AVD-PAB,MAS-TRL,,DN SLOW,,23:30,02:25,175,01:10,04:05,175,,,DUO 8113,,,,,,,,,01:20,04:15,175,,,3350 SLP,,,,,,,21/400-23/300,AVD,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,CENTRAL,AVD-PAB,MAS-TRL,,DN SLOW,,23:30,02:25,175,01:10,04:05,175,,,DGS 350,,,,,,,,,01:20,04:15,175,,,1900 MTS,,,,,,,21/400-23/300,AVD,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,SOUTH,PEI-VVN,MS-VM,,DN,,02:00,04:35,155,02:00,04:35,155,,,DUO 8078,,,,,,,,,04:25,07:00,155,,,1850 SLP,,,,,,,144/350-145/00,TMV,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,SOUTH,PEI-VVN,MS-VM,,DN,,02:00,04:35,155,02:00,04:35,155,,,DGS 353,,,,,,,,,04:25,07:00,155,,,650 MTS,,,,,,,144/350-145/00,TMV,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,CENTRAL,MAS YD,MAS-TRL,,DN SWL,,01:00,02:00,60,01:00,02:00,60,,,UTV 066,,,,,,,,,01:00,02:00,60,,,"26 PSC SLP LDD,42 PT & XING SLP LDD",,,,,,,,WST-A,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,CENTRAL,VPY-PEW,MAS-TRL,,DN SLOW,,02:30,03:55,85,02:30,03:55,85,,,UTV 066,,,,,,,,,02:30,03:55,85,,,"26 PSC SLP UN/LDD,42 PT & XING SLP UN/LDD",,,,,,,,WST-A,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,EAST,PYA-ODR,MAS-GDR,,DN,,01:00,03:00,120,01:30,03:30,120,,,DTE 56743,,,,,,,,,01:45,03:30,105,,,1800 SLP,,,,,,,126/600-125/800,GDR,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,EAST,PYA-ODR,MAS-GDR,,DN,,01:00,03:00,120,01:30,03:30,120,,,DTE 56743,,,,,,,,,03:50,05:50,120,,,2100 SLP,,,,,,,125/800-124/600,GDR,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,EAST,TADA-SPE,MAS-GDR,,DN,,03:00,05:40,160,03:00,05:40,160,,,SBCM 57152,,,,,,,,,03:00,05:40,160,,,600 MTS,,,,,,,71/900-300,SPE,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,EAST,AIPP YD,MAS-GDR,,UP/F,,14:45,16:45,120,14:45,16:45,120,,,MPT 2004,,,,,,,,,14:45,16:00,75,,,1 UNIT+100 SLP,,,,,,,PT NO 144B,PON,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,EAST,AIPP YD,MAS-GDR,,DN/F,,11:10,13:25,135,11:10,13:25,135,,,MPT 2004,,,,,,,,,11:10,13:25,135,,,1.7 UNIT+200 SLP,,,,,,,"PT NO 101A,102B",PON,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,CENTRAL,VLK YD,MAS-TRL,,YD,,13:30,16:30,180,13:30,16:30,180,,,MFI 56916,,,,,,,,,13:30,16:30,180,,,1.3 UNIT+350 SLP,,,,,,,"PT NO 152,153",WST-A,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,EAST,TNPM YD,MAS-GDR,,ARRIVAL LINE,,23:15,00:05,50,23:15,00:05,50,,,UTV 164,,,,,,,,,23:15,00:05,50,,,2 XING/28 NOS OF RLS UNLOADING,,,,,,,,TVT,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,SOUTH,VVN YD,MS-VM,,UP,,20:00,22:00,120,21:30,23:30,120,,,DUO 8078,,,,,,,,,21:20,23:00,100,,,1650 SLP,,,,,,,149/700-150/500,TMV,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,SOUTH,VVN YD,MS-VM,,UP,,20:00,22:00,120,21:30,23:30,120,,,DGS 353,,,,,,,,,21:20,23:00,100,,,800 MTS,,,,,,,149/700-150/500,TMV,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,EAST,ODR-PYA,MAS-GDR,,UP/L,,21:00,23:00,120,21:30,23:30,120,,,DTE 56743,,,,,,,,,23:10,00:40,90,,,1200 SLP,,,,,,,126/600-125/900,GDR,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,CENTRAL,TRL-TI,MAS-TRL,,UP SLOW,,23:35,03:35,240,23:35,03:35,240,,,BRM R 32,,,,,,,,,23:35,03:35,240,,,6250 MTS,,,,,,,"32/500-32/350,32/000-32/350,32/00-30/300",TRL-A,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,,,,,,,,,,,,,,,UNIMAT 8403,,,,,,,,,,,,,,MACHINE UNDER REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,,,,,,,,,,,,,,,MFI 56924,,,,,,,,,,,,,,BLOCK AVAILED ATFER 00.00 HRS OF 25.03.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,,,,,,,,,,,,,,,BCM 358,,,,,,,,,,,,,,NON BLOCK DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,,,,,,,,,,,,,,,BCM 704,,,,,,,,,,,,,,MACHINE MAINTENANCE DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,EAST,KOK YD,MAS-GDR,,DNSLOW LINE,,23:30,03:30,240,00:00,02:30,150,,,WELDING,,,,,,,,,00:20,02:30,130,,,RR-13 MTS+6.0 MTS& WELD-02 NOS,,,,,,,2A/38-40,TVT,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,SOUTH,PV-MKK,MSB-VLCY& MSB-TBM,,DN SUB,,00:00,04:00,240,00:45,04:00,195,,,MFBW WORK,,,,,,,,,00:25,03:55,210,,,"WELD-11 NOS,RR-57 MTS",,,,,,,10/895-780,MS,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,SOUTH,PV-MKK,MSB-VLCY& MSB-TBM,,DN SUB,,00:00,04:00,240,00:45,04:00,195,,,MFBW WORK,,,,,,,,,00:30,03:00,150,,,02 WELD,,,,,,,11/17-19,MS,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,SOUTH,STM YD,MS-VM,,A & B LINE,,01:05,01:35,30,01:05,01:35,30,,,JOINT INSPECTION NOTES,,,,,,,,,01:05,01:35,30,,,NOTES ATTENDED,,,,,,,PT NO 106 A,MS,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,CENTRAL,VPY-PEW,MAS-TRL,,DN SLOW,,00:00,04:00,240,00:45,04:00,195,,,MFBW WORK,,,,,,,,,00:35,03:40,185,,,"WELD-23 NOS,RR-LH-12.75 MTS",,,,,,,05/16-22,WST-A,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,WEST,POI-TRT&TRT YD,AJJ-RU,,UPLINE,,23:00,03:00,240,00:00,03:00,180,,,SEJ RENEWAL,,,,,,,,,01:05,02:35,90,,,RR-6.5 MTS/WELD-02 NOS,,,,,,,84/19-17,TRT,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,SOUTH,PEI yard,MSB-VM,,DN,,02:00,07:00,300,02:00,05:00,180,,,Welding work,,,,,,,,,04:25,06:25,120,,,2WELD,,,,,,,,TMV,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,CENTRAL,ABU Yd and ABU-VLK,MAS-TRL,,UP fast,,16:00,18:30,150,16:50,18:30,100,,,Destressing and welding work,,,,,,,,,16:45,18:15,90,,,2 WELD JTS,,,,,,,14/75-54,AVD,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,WEST,PCKM-AB,KPD-JTJ,,DN LINE,,12:30,14:30,120,13:30,15:30,120,,,WW,,,,,,,,,13:20,14:35,75,,,WELD-01 NOS,,,,,,,180/16-18,AB,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,WEST,AB-VGM,KPD-JTJ,,DN LINE,,12:30,14:30,120,13:30,15:30,120,,,WW,,,,,,,,,13:30,14:30,60,,,WELD-01 NOS,,,,,,,182/30-32,AB,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,WEST,WJ Yard,CGL-MLPM-AJJ,,SL,,10:00,11:30,90,12:30,14:30,120,,,RR/WW,,,,,,,,,12:00,13:50,110,,,RR-10.50 MTS/WELD-2 NOS,,,,,,,,CJ,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,EAST,PON-MJR,MAS-GDR,,UP LINE,,23:00,02:00,180,23:15,02:00,165,,,DESTRESSING,,,,,,,,,09:20,11:06,106,,,700 MTS,,,,,,,27/800-28/500,PON,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,EAST,PEL -DVR,MAS-GDR,,DOWN LINE,,11:45,14:45,180,12:00,14:45,165,,,DESTRESSING,,,,,,,,,12:05,13:05,60,,,700 MTS,,,,,,,91/350-92/050,GDR,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,EAST,PEL -DVR,MAS-GDR,,DOWN LINE,,11:45,14:45,180,12:00,14:45,165,,,DESTRESSING,,,,,,,,,14:47,15:32,45,,,,,,,,,,,GDR,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,EAST,NYP YD,MAS-GDR,,RD-4,,10:30,11:35,65,10:30,11:35,65,,,RAIL TRUCKING OUT WORK,,,,,,,,,10:30,11:35,65,,,02 NOS OF RLS MATERIAL TRUCKING OUT DONE,,,,,,,,GDR,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2024,ENGG,WEST,MDVE-CTRE,TRL-KPD,,UP,,22:00,00:30,150,22:00,00:30,150,,,WW,,,,,,,,,23:25,01:05,100,,,WELD- 02 NOS,,,,,,,78/07-05,WJR,ADDITIONAL BLOCK,CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,CENTRAL,MAS YD,MAS-TRL,,RAKE,,00:45,01:45,60,00:45,01:45,60,,,UTV 066,,,,,,,,,00:45,01:45,60,,,20 SLEEPERS LOAD,,,,,,,,WST-A,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,CENTRAL,MAS-BBQ,MAS-TRL,,DN/F,,02:15,03:00,45,02:15,03:00,45,,,UTV 066,,,,,,,,,02:15,03:00,45,,,24 SLEEPERS LOAD,,,,,,,,WST-A,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,CENTRAL,VLK-ABU,MAS-TRL,,DN/F,,00:50,03:05,135,00:50,03:05,135,,,DUO 8113,,,,,,,,,00:50,03:05,135,,,1750 SLEEPERS,,,,,,,"10/100-500
 11/200-800",AVD,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,CENTRAL,VLK-ABU,MAS-TRL,,DN/F,,00:50,03:05,135,00:50,03:05,135,,,DGS 350,,,,,,,,,00:50,03:05,135,,,1000 M,,,,,,,"10/100-500
 11/200-800",AVD,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,CENTRAL,AVD YD,MAS-TRL,,DN/F,,03:15:00,04:38:00,83,03:15,04:38,83,,,DUO 8113,,,,,,,,,03:15,04:38,83,,,1350 SLEEPERS,,,,,,,15/200-700,AVD,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,CENTRAL,AVD YD,MAS-TRL,,DN/F,,03:15,04:38,83,03:15,04:38,83,,,DGS 350,,,,,,,,,03:15,04:38,83,,,500 M,,,,,,,15/200-700,AVD,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,SOUTH,MS YD,SUB,,ENGG,,00:30,01:30,60,00:30,01:30,60,,,UTV 024,,,,,,,,,00:30,01:30,60,,,30 RAILS LOADED,,,,,,,,MS,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,SOUTH,MKK-PV,SUB,,DN SUB,,01:50,02:40,50,01:50,02:40,50,,,UTV 024,,,,,,,,,01:50,02:40,50,,,30 RAILS UNLOADED,,,,,,,,MS,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,SOUTH,MKK-PV,SUB,,DN SUB,,02:50,03:20,30,02:50,03:20,30,,,UTV 024,,,,,,,,,02:50,03:20,30,,,10 RAILS LOAD & UNLOAD,,,,,,,,MS,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,SOUTH,PE-VVN,MSB-VM,,DN,,03:40,06:40,180,03:40,06:40,180,,,DUO 8078,,,,,,,,,03:40,06:40,180,,,3350 SLEEPERS,,,,,,,"142/150-142/850
  144/400- 145/400",TMV,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,SOUTH,PE-VVN,MSB-VM,,DN,,03:40,06:40,180,03:40,06:40,180,,,DGS 353,,,,,,,,,03:40,06:40,180,,,1700 M,,,,,,,"142/150-142/850
  144/400- 145/400",TMV,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,SOUTH,SKL YD,MSB-VM,,3 rd,,01:30,03:35,125,01:30,03:35,125,,,MFI 56925,,,,,,,,,01:30,03:35,125,,,1 UNIT + 300 SLEEPERS,,,,,,,PT:54B,CGL,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,SOUTH,PEI-VVN,MSB-VM,,DN/F,,02:00,07:00,300,02:00,06:00,240,,,TRT,,,,,,,,,03:00,07:07,247,,,1296 SLEEPERS/780 M,,,,,,,145/440-146/220,TMV,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,EAST,TNPM YD,MAS-GDR,,UP 15,,02:00,03:00,60,02:00,03:00,60,,,UTV 164,,,,,,,,,02:00,03:00,60,,,88 SLEEPERS LOAD,,,,,,,,TVT,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,EAST,PYA-ODR,MAS-GDR,,DN,,02:00,05:00,180,02:00,05:00,180,,,DTE 56743,,,,,,,,,02:00,05:00,180,,,3820 SLEEPERS,,,,,,,122/300-124/600,GDR,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,CENTRAL,TO YD,TRL-KPD,,UP/S,,00:55,02:55,120,00:55,02:45,110,,,MFI 56924,,,,,,,,,00:55,02:45,110,,,1 UNIT + 250 SLEEPERS,,,,,,,PT:65B,TRL B,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2024,ENGG,CENTRAL,TO YD,TRL-KPD,,DN/S,,02:50,04:50,120,02:50,04:30,100,,,MFI 56924,,,,,,,,,02:50,04:30,100,,,1 UNIT + 200 SLEEPERS,,,,,,,PT:63B,TRL B,ADDITIONAL BLOCK,NON CORRIDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
